Direction,TriggerLevel,TriggerTime,GoalLevel,GoalTime,NumTriggers,NumHits,PctCompletion
Downside,-0.618,OPEN,0.5,1100,14.0,2,14.29
Downside,-0.618,OPEN,0.5,1400,14.0,1,7.14
Downside,-0.618,OPEN,0.5,1500,14.0,3,21.43
Downside,-0.618,OPEN,0.618,0900,14.0,1,7.14
Downside,-0.618,OPEN,0.618,1100,14.0,2,14.29
Downside,-0.618,OPEN,0.618,1500,14.0,2,14.29
Downside,-0.618,OPEN,0.786,0900,14.0,1,7.14
Downside,-0.618,OPEN,0.786,1100,14.0,2,14.29
Downside,-0.618,OPEN,0.786,1500,14.0,1,7.14
Downside,-0.618,OPEN,1.0,0900,14.0,1,7.14
Downside,-0.618,OPEN,1.0,1100,14.0,2,14.29
Upside,1.0,1000,-1.0,1400,86.0,1,1.16
Upside,1.0,1000,-1.0,1500,86.0,1,1.16
Upside,1.0,1000,-0.786,1300,86.0,1,1.16
Upside,1.0,1000,-0.786,1400,86.0,1,1.16
Upside,1.0,1000,-0.786,1500,86.0,2,2.33
Upside,1.0,1000,-0.618,1200,86.0,1,1.16
Upside,1.0,1000,-0.618,1300,86.0,1,1.16
Upside,1.0,1000,-0.618,1500,86.0,4,4.65
Upside,1.0,1000,-0.5,1200,86.0,1,1.16
Upside,1.0,1000,-0.5,1300,86.0,1,1.16
Upside,1.0,1000,-0.5,1500,86.0,4,4.65
Upside,1.0,1000,-0.382,1200,86.0,1,1.16
Upside,1.0,1000,-0.382,1300,86.0,1,1.16
Upside,1.0,1000,-0.382,1500,86.0,4,4.65
Upside,1.0,1000,-0.236,1200,86.0,1,1.16
Upside,1.0,1000,-0.236,1300,86.0,1,1.16
Upside,1.0,1000,-0.236,1400,86.0,1,1.16
Upside,1.0,1000,-0.236,1500,86.0,3,3.49
Upside,1.0,1000,0.0,1100,86.0,2,2.33
Upside,1.0,1000,0.0,1300,86.0,1,1.16
Upside,1.0,1000,0.0,1400,86.0,1,1.16
Upside,1.0,1000,0.0,1500,86.0,3,3.49
Upside,1.0,1000,0.236,1100,86.0,2,2.33
Upside,1.0,1000,0.236,1200,86.0,1,1.16
